STATE/UT,YEAR,Pupose,Total No. of cases reported,Male upto 10 years,Female upto 10 years,Male 10-15 years,Female 10-15 years,Male 15-18 years,Female 15-18 years,Male 18-30 years,Female 18-30 years,Male 30-50 years,Female 30-50 years,Male above 50 years,Female above 50 years,Total Male,Total Female,Grand Total
Haryana,2010,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2010,For Illicit intercourse,137,0,1,0,2,0,8,0,120,0,6,0,0,0,137,137
Haryana,2010,For marriage,485,0,0,0,9,0,36,2,400,0,42,0,0,2,487,489
Haryana,2010,For Prostitution,5,0,0,3,0,0,1,0,1,0,0,0,0,3,2,5
Haryana,2010,For Ransom,17,5,1,2,0,2,1,3,1,4,0,0,0,16,3,19
Haryana,2010,For Revenge,23,0,1,1,1,0,3,10,1,4,1,1,0,16,7,23
Haryana,2010,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2010,For Selling body parts,10,0,0,0,0,0,0,3,0,7,0,0,0,10,0,10
Haryana,2010,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2010,For unlawaful activity,42,3,1,5,5,1,3,16,1,7,0,0,0,32,10,42
Haryana,2010,Others,242,1,2,6,6,3,14,104,52,36,12,6,0,156,86,242
Haryana,2010,Total,963,11,6,17,23,6,66,138,576,58,61,7,0,237,732,969
Haryana,2011,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2011,For Begging,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Haryana,2011,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2011,For Illicit intercourse,113,0,3,3,13,0,39,0,53,0,4,0,0,3,112,115
Haryana,2011,For marriage,542,0,0,0,83,3,270,14,129,0,45,0,1,17,528,545
Haryana,2011,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2011,For Ransom,8,6,1,0,0,1,0,2,0,0,0,0,0,9,1,10
Haryana,2011,For Revenge,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Haryana,2011,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2011,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2011,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2011,For unlawaful activity,30,0,0,2,1,1,3,4,6,4,5,3,1,14,16,30
Haryana,2011,Others,264,11,6,13,40,16,30,91,11,38,9,3,2,172,98,270
Haryana,2011,Total,959,18,10,18,137,21,342,112,199,42,63,6,4,217,755,972
Haryana,2012,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2012,For Begging,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Haryana,2012,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2012,For Illicit intercourse,143,0,7,0,33,0,80,0,20,0,5,0,0,0,145,145
Haryana,2012,For marriage,621,0,0,0,77,0,311,0,218,0,15,0,0,0,621,621
Haryana,2012,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2012,For Ransom,20,4,0,0,0,0,0,10,0,6,0,0,0,20,0,20
Haryana,2012,For Revenge,10,0,0,0,0,0,0,7,0,3,0,0,1,10,1,11
Haryana,2012,For Sale,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Haryana,2012,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2012,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2012,For unlawaful activity,33,0,0,0,1,0,3,3,17,7,2,0,0,10,23,33
Haryana,2012,Others,520,21,8,64,29,44,26,143,55,106,18,20,1,398,137,535
Haryana,2012,Total,1349,25,16,64,140,44,420,163,311,122,40,20,2,438,929,1367
Himachal Pradesh,2001,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2001,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2001,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2001,For Illicit intercourse,6,0,0,0,1,0,5,0,0,0,0,0,0,0,6,6
Himachal Pradesh,2001,For marriage,89,0,0,1,13,0,28,0,33,0,12,0,2,1,88,89
Himachal Pradesh,2001,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2001,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2001,For Revenge,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Himachal Pradesh,2001,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2001,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2001,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2001,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2001,Others,30,0,0,0,2,0,5,2,8,10,2,3,0,15,17,32
Himachal Pradesh,2001,Total,126,0,1,1,16,0,38,2,41,10,14,3,2,16,112,128
Himachal Pradesh,2002,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2002,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2002,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2002,For Illicit intercourse,10,0,0,0,0,0,4,0,5,0,1,0,0,0,10,10
Himachal Pradesh,2002,For marriage,103,0,0,0,3,0,15,4,63,16,3,1,0,21,84,105
Himachal Pradesh,2002,For Prostitution,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Himachal Pradesh,2002,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2002,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2002,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2002,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2002,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2002,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2002,Others,24,0,1,1,0,0,0,8,8,6,0,0,0,15,9,24
Himachal Pradesh,2002,Total,138,0,1,1,3,0,19,12,77,22,4,1,0,36,104,140
Himachal Pradesh,2003,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2003,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2003,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2003,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2003,For marriage,79,0,0,1,3,2,15,6,49,0,4,0,0,9,71,80
Himachal Pradesh,2003,For Prostitution,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Himachal Pradesh,2003,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2003,For Revenge,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Himachal Pradesh,2003,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2003,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2003,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2003,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2003,Others,32,1,0,0,0,0,0,5,8,11,4,2,1,19,13,32
Himachal Pradesh,2003,Total,113,2,0,1,3,2,15,11,57,11,9,2,1,29,85,114
Himachal Pradesh,2004,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2004,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2004,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2004,For Illicit intercourse,3,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
Himachal Pradesh,2004,For marriage,91,0,0,0,4,0,12,0,70,0,5,0,0,0,91,91
Himachal Pradesh,2004,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2004,For Ransom,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Himachal Pradesh,2004,For Revenge,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
Himachal Pradesh,2004,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2004,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2004,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2004,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2004,Others,26,3,1,0,1,2,1,8,4,6,2,0,0,19,9,28
Himachal Pradesh,2004,Total,123,4,1,0,5,2,14,8,76,8,7,0,0,22,103,125
Himachal Pradesh,2005,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2005,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2005,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2005,For Illicit intercourse,5,0,0,0,1,0,1,0,1,0,2,0,0,0,5,5
Himachal Pradesh,2005,For marriage,93,0,0,0,4,0,28,0,59,0,2,0,0,0,93,93
Himachal Pradesh,2005,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2005,For Ransom,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Himachal Pradesh,2005,For Revenge,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Himachal Pradesh,2005,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2005,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2005,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2005,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2005,Others,18,1,0,0,0,1,0,8,1,3,3,1,0,14,4,18
Himachal Pradesh,2005,Total,118,1,1,0,5,1,29,8,62,3,7,1,0,14,104,118
Himachal Pradesh,2006,For Adoption,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Himachal Pradesh,2006,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2006,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2006,For Illicit intercourse,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Himachal Pradesh,2006,For marriage,95,0,1,0,13,0,35,0,39,0,7,0,0,0,95,95
Himachal Pradesh,2006,For Prostitution,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
Himachal Pradesh,2006,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2006,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2006,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2006,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2006,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2006,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2006,Others,31,2,0,1,0,2,2,9,7,7,1,1,0,22,10,32
Himachal Pradesh,2006,Total,130,3,1,1,15,2,37,9,47,7,8,1,0,23,108,131
Himachal Pradesh,2007,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2007,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2007,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2007,For Illicit intercourse,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
Himachal Pradesh,2007,For marriage,128,0,0,1,21,1,50,0,52,0,4,0,0,2,127,129
Himachal Pradesh,2007,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2007,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2007,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2007,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2007,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2007,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2007,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2007,Others,41,2,1,2,4,1,10,4,10,6,2,0,0,15,27,42
Himachal Pradesh,2007,Total,171,2,1,3,25,2,62,4,62,6,6,0,0,17,156,173
Himachal Pradesh,2008,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2008,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2008,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2008,For Illicit intercourse,2,0,0,0,2,0,0,0,1,0,0,0,0,0,3,3
Himachal Pradesh,2008,For marriage,124,0,0,0,23,0,53,1,45,0,2,0,0,1,123,124
Himachal Pradesh,2008,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2008,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2008,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2008,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2008,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2008,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2008,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2008,Others,25,1,2,1,0,3,4,6,7,3,1,0,0,14,14,28
Himachal Pradesh,2008,Total,151,1,2,1,25,3,57,7,53,3,3,0,0,15,140,155
Himachal Pradesh,2009,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,For Illicit intercourse,3,0,0,0,1,0,1,0,1,0,0,0,0,0,3,3
Himachal Pradesh,2009,For marriage,113,0,0,0,23,1,51,6,30,2,3,0,0,9,107,116
Himachal Pradesh,2009,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,Others,34,2,0,0,2,2,5,8,4,10,0,1,0,23,11,34
Himachal Pradesh,2009,Total,150,2,0,0,26,3,57,14,35,12,3,1,0,32,121,153
Himachal Pradesh,2010,For Adoption,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Himachal Pradesh,2010,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2010,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2010,For Illicit intercourse,4,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
Himachal Pradesh,2010,For marriage,147,0,0,0,18,0,41,2,76,0,15,0,0,2,150,152
Himachal Pradesh,2010,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2010,For Ransom,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Himachal Pradesh,2010,For Revenge,2,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2
Himachal Pradesh,2010,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2010,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2010,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2010,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2010,Others,39,3,0,7,0,4,4,6,6,6,0,2,1,28,11,39
Himachal Pradesh,2010,Total,194,5,0,8,18,5,50,8,82,6,15,2,1,34,166,200
Himachal Pradesh,2011,For Adoption,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
Himachal Pradesh,2011,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2011,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2011,For Illicit intercourse,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Himachal Pradesh,2011,For marriage,177,0,1,0,23,0,67,0,78,0,10,0,0,0,179,179
Himachal Pradesh,2011,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2011,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2011,For Revenge,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Himachal Pradesh,2011,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2011,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2011,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2011,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2011,Others,31,1,3,3,4,2,0,8,4,6,1,0,0,20,12,32
Himachal Pradesh,2011,Total,212,2,5,3,28,2,68,8,82,6,11,0,0,21,194,215
Himachal Pradesh,2012,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2012,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2012,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2012,For Illicit intercourse,2,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
Himachal Pradesh,2012,For marriage,129,0,2,2,25,1,64,0,33,1,4,0,0,4,128,132
Himachal Pradesh,2012,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2012,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2012,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2012,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2012,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2012,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2012,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2012,Others,41,6,4,4,3,1,8,2,7,6,3,1,0,20,25,45
Himachal Pradesh,2012,Total,172,6,6,6,29,2,73,2,40,7,7,1,0,24,155,179
Jammu & Kashmir,2001,For Adoption,2,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2
Jammu & Kashmir,2001,For Begging,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Jammu & Kashmir,2001,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,For Illicit intercourse,203,0,2,0,4,0,79,0,104,0,14,0,0,0,203,203
Jammu & Kashmir,2001,For marriage,256,0,0,0,2,0,88,0,161,0,5,0,0,0,256,256
Jammu & Kashmir,2001,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,For Revenge,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
Jammu & Kashmir,2001,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,Others,142,0,0,2,2,6,15,37,11,50,17,2,0,97,45,142
Jammu & Kashmir,2001,Total,606,2,2,3,8,6,182,39,276,50,36,2,0,102,504,606
Jammu & Kashmir,2002,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,For Illicit intercourse,181,0,0,0,0,0,0,0,174,0,7,0,0,0,181,181
Jammu & Kashmir,2002,For marriage,355,0,0,0,0,0,23,0,301,0,31,0,0,0,355,355
Jammu & Kashmir,2002,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,For Revenge,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3
Jammu & Kashmir,2002,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Others,135,0,0,0,0,0,0,36,58,39,2,0,0,75,60,135
Jammu & Kashmir,2002,Total,674,0,0,0,0,0,23,36,533,42,40,0,0,78,596,674
Jammu & Kashmir,2003,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,For Illicit intercourse,218,0,0,0,0,0,0,0,185,0,33,0,0,0,218,218
Jammu & Kashmir,2003,For marriage,372,0,0,0,23,0,15,0,306,0,28,0,0,0,372,372
Jammu & Kashmir,2003,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,For Revenge,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
Jammu & Kashmir,2003,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,Others,120,0,0,0,0,0,0,49,20,45,5,1,0,95,25,120
Jammu & Kashmir,2003,Total,712,0,0,0,23,0,15,51,511,45,66,1,0,97,615,712
Jammu & Kashmir,2004,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,For Illicit intercourse,217,0,0,0,0,0,0,2,182,3,31,0,0,5,213,218
Jammu & Kashmir,2004,For marriage,301,0,0,0,0,0,27,0,237,0,38,0,0,0,302,302
Jammu & Kashmir,2004,For Prostitution,5,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5
Jammu & Kashmir,2004,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,For Revenge,15,0,0,0,0,0,0,9,7,0,0,0,0,9,7,16
Jammu & Kashmir,2004,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,For unlawaful activity,9,0,0,0,0,0,0,7,2,0,0,0,0,7,2,9
Jammu & Kashmir,2004,Others,188,0,0,0,0,0,0,33,99,49,6,1,0,83,105,188
Jammu & Kashmir,2004,Total,735,0,0,0,0,0,27,51,532,52,75,1,0,104,634,738
Jammu & Kashmir,2005,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,For Illicit intercourse,269,0,0,0,0,0,0,0,229,0,40,0,0,0,269,269
Jammu & Kashmir,2005,For marriage,293,0,0,0,0,0,45,0,166,0,82,0,0,0,293,293
Jammu & Kashmir,2005,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,For Revenge,13,0,0,0,0,0,0,4,6,0,3,0,0,4,9,13
Jammu & Kashmir,2005,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
